,ret_var,ret_skew,ret_kurtosis,SECURITY_ID,TRADE_DATE,LABEL
0,0.3265070021118825,3.0,3.0,000001.XSHE,20190211,-1.7298758557142717
1,0.0022873252942784404,3.0,3.0,000002.XSHE,20190211,-1.8552887376300504
2,0.0754168314728574,3.0,3.0,000063.XSHE,20190211,0.4346355882557611
3,2.4835723252657176,3.0,3.0,000069.XSHE,20190211,-0.5691615699999988
4,3.0,3.0,3.0,000100.XSHE,20190211,-0.762823541830977
5,-0.0678796060651536,-0.12689692896478855,-0.3448333921279659,000157.XSHE,20190211,0.8475050966666688
6,-0.06787961152193915,-0.24554756179431783,-0.3404536845685954,000402.XSHE,20190211,-1.2589374803641449
7,-0.06787960538566896,1.5341430160673202,0.5997064653755052,000408.XSHE,20190211,1.0432576359095154
8,-0.06787960400478725,0.26663184592726746,-0.19521511279817497,000413.XSHE,20190211,0.9977398384507068
9,-0.06787960355170516,-0.14719486428959414,-0.3361648482051478,000415.XSHE,20190211,-0.09005494175793638
10,-0.0678796151948958,-0.42519450995775043,-0.2101422384209227,000423.XSHE,20190211,0.22165475653061595
11,-0.06787959843926591,-0.1439886726752807,-0.3522036976192598,000425.XSHE,20190211,2.3977058998795218
12,-0.0678795875961156,-0.22631427416095398,0.2674402276458066,000503.XSHE,20190211,0.4885307376923085
13,-0.0678795806709756,-0.5022889102519429,0.852724348433996,000538.XSHE,20190211,1.0711546355336012
14,-0.06787961088419643,0.026557140589880388,-0.24566757147385143,000553.XSHE,20190211,-0.8387694131372407
15,-0.06787960517502431,-0.011343648850637033,-0.30351773955882294,000568.XSHE,20190211,5.17512414428572
16,-0.06787960989733367,-0.15873973126425836,-0.3306486591022001,000625.XSHE,20190211,-0.6503304011688329
17,-0.0678796095663902,-0.37898830602710437,-0.27692468612677357,000627.XSHE,20190211,-1.2928457805263114
18,-0.06787957867631218,-0.1640408835020315,-0.3570208868319772,000630.XSHE,20190211,-0.32662425656715155
19,-0.06787961421078396,0.04643471513327281,-0.26984164703024976,000651.XSHE,20190211,0.8262149790943742
20,-0.06787960579768915,-0.14187056649836619,-0.3175919708494965,000661.XSHE,20190211,2.0536618929410815
21,-0.06787960410827397,-0.15232456251106613,-0.33119178592066734,000671.XSHE,20190211,0.4736073894356245
22,-0.06787961120538392,-0.12120246828170664,-0.2791430270263789,000703.XSHE,20190211,-1.356911955208022
23,-0.06787959472471175,-0.18966151603960293,-0.30383974869556546,000709.XSHE,20190211,-0.19049707488598466
24,-0.06787954134276131,-0.502742700085813,0.37777904361855474,000725.XSHE,20190211,2.7609911017557294
25,-0.06787960790910037,1.5092152024322696,0.5898273451808916,000728.XSHE,20190211,-0.2627413365369635
26,-0.06787961399655197,0.0984516565291713,-0.2785333379117116,000768.XSHE,20190211,-0.26439125197880653
27,-0.06787960456941669,-1.7823287564617063,0.9951340266475556,000776.XSHE,20190211,0.49386849939089394
28,-0.06787961114811822,-0.19231262097296462,-0.34169784185090585,000783.XSHE,20190211,-0.34586506907918824
29,-0.0678796063829513,0.18900752276088698,-0.0900968476280757,000786.XSHE,20190211,1.91400856463892
30,-0.06787960840685475,-0.10867926622807834,-0.3453779333995747,000792.XSHE,20190211,0.48347000894736336
31,-0.06787961292818387,0.08984571937880066,-0.30157014188174475,000826.XSHE,20190211,0.858490335252315
32,-0.06787959807258968,-0.05904554264800759,-0.3133967490705196,000839.XSHE,20190211,0.2579897653115677
33,-0.029835857981620608,3.0,3.0,000858.XSHE,20190211,3.9343526503334476
34,-0.0678796071880048,0.16011431547602423,-0.30764431730120245,000876.XSHE,20190211,4.705305180313681
35,-0.06787960991981634,-0.17467168406392128,-0.30596044436719033,000895.XSHE,20190211,0.25172652239346727
36,-0.06787960655893557,0.5194332437418447,0.0096028939761057,000898.XSHE,20190211,-0.6763044271428644
37,-0.06787961190141928,0.08292088853784103,-0.31527333234653354,000938.XSHE,20190211,4.13665014950049
38,-0.06787960617778367,-0.24154330495778864,-0.3236486740101541,000959.XSHE,20190211,-0.8039331436040598
39,-0.0678795981946462,-0.12934498165573963,-0.31425885029909784,000961.XSHE,20190211,6.910997160158727
40,-0.06787960789372753,-0.7269197310243869,-0.09468047222718046,000963.XSHE,20190211,0.6389787933772757
41,-0.06787961043673993,-0.18055732589103632,-0.3512564909289296,000983.XSHE,20190211,-1.2834472842857096
42,-0.06787961229351634,-0.14035155479606992,-0.30627380285670347,002001.XSHE,20190211,1.8007479322624467
43,-0.06787961377667791,-0.30749744347848595,-0.18136961055766504,600000.XSHG,20190211,-2.4691151447446638
44,-0.06787960754943248,-0.18548499107194172,-0.2649585548815874,600004.XSHG,20190211,3.008424636896556
45,-0.06787961181115955,-1.016113157765836,0.04407163687234726,600009.XSHG,20190211,-0.40644714013117467
46,-0.06787955141738984,-0.13469952104651647,-0.3517298434089467,600010.XSHG,20190211,-0.4858282366666655
47,-0.06787960829967382,-0.17409171412877097,-0.3004728971706832,600011.XSHG,20190211,1.4366523834883713
48,-0.06787961450037931,-0.14532060012652234,-0.3531549735312383,600015.XSHG,20190211,-0.8956787203957745
49,-0.06787961153267673,-0.1755998680270234,-0.33872811879953024,600016.XSHG,20190211,-1.81916157
50,-0.06787961211725006,-0.18574275137885232,-0.327483933245487,600019.XSHG,20190211,-1.536276138599723
51,-0.06787960945625092,-0.4447389090536915,-0.2812816800921117,600028.XSHG,20190211,-2.5160256814982582
52,-0.06787961167818786,-0.3854998856831464,-0.2982514323668825,600029.XSHG,20190211,-0.8332460770422494
53,-0.06787961486921447,-0.08375322888390677,-0.293952088648421,600030.XSHG,20190211,-0.31216479927878793
54,-0.067879611207218,0.17465255941572821,-0.23577586051272273,600031.XSHG,20190211,-1.81916157
55,-0.06787961381436906,-0.5892433619653458,-0.19602688649485503,600036.XSHG,20190211,-1.5119943345051199
56,-0.06787961135904313,0.2382503161925969,-0.21194460229766712,600038.XSHG,20190211,-0.03301626466569618
57,-0.06787961009137826,-0.18858573480295762,-0.35048707049452876,600050.XSHG,20190211,-0.5131914207462798
58,-0.06787961067037453,0.08115175138677194,-0.2665210502780893,600061.XSHG,20190211,1.4488122862091584
59,-0.06787961332228709,-0.15589625159146703,-0.3191943612895599,600066.XSHG,20190211,0.1500165121917847
60,-0.06787961232752096,-0.09919752709354748,-0.3523290102022413,600068.XSHG,20190211,0.2608384299999984
61,-0.0678796021235317,1.4547258922206048,1.1286626732867011,600085.XSHG,20190211,-0.07519125460110421
62,-0.06787961266902931,-0.1328430220379262,-0.34355098517275984,600089.XSHG,20190211,-0.2956158636288042
63,-0.06787961127208329,0.027497506079108277,-0.306320628119685,600100.XSHG,20190211,4.71004805199313
64,-0.06787960992023381,-0.8463451642921036,0.2876128065467645,600104.XSHG,20190211,-0.5433641966416514
65,-0.06787960542313534,-1.4179875007820466,0.5756617147651006,600109.XSHG,20190211,0.604307817755096
66,-0.06787961291296231,0.6099073262940365,-0.05975816934195602,600111.XSHG,20190211,1.1693441771264554
67,-0.06787960811605118,-0.18114407029499976,-0.34524773079799576,600115.XSHG,20190211,-1.0270823620792071
68,-0.06787961503814496,-0.07076351693157158,-0.31559410042736824,600118.XSHG,20190211,0.49361376039646565
69,-0.06787960678038207,0.14422756802165465,-0.26822068679350386,600153.XSHG,20190211,-0.523824782435226
70,-0.06787951549351846,0.2543412640451699,-0.06878867268522552,600157.XSHG,20190211,2.5018260843209776
71,-0.06787960837897473,-0.20864951930310782,-0.3232298380152223,600170.XSHG,20190211,-1.5095640467801785
72,-0.06787961207490988,-0.09018394326472359,-0.3198519988719916,600176.XSHG,20190211,0.6463216647140038
73,-0.06787961191009267,-0.08261763231519782,-0.2874582965500322,600177.XSHG,20190211,0.5276441666362413
74,-0.0678796130242814,-0.2295366398270387,-0.3154473907812504,600188.XSHG,20190211,-0.6090405578987961
75,-0.06787959485961204,-1.4761491921177892,0.8654631889443349,600196.XSHG,20190211,0.21741365859518735
76,-0.06787959773297814,-0.16363706804020806,-0.3578972756162748,600208.XSHG,20190211,-0.7774949033333247
77,-0.06787958719677593,-0.162688430929046,-0.3537111936063179,600219.XSHG,20190211,0.02415640235023231
78,-0.06787958553484374,-0.1569627127244943,-0.3439753770869182,600221.XSHG,20190211,-0.21488349513370042
79,-0.06787960585983861,-0.059809264690156405,-0.3067894800336383,600233.XSHG,20190211,1.5113962984429676
80,-0.06787961016542805,0.07902010308228895,-0.26794491194167264,600271.XSHG,20190211,2.005315080563604
81,-0.06787959208048569,-1.1621071808220653,0.6259676041200146,600276.XSHG,20190211,-0.1256397021933553
82,-0.067879604598984,0.13283532464008377,-0.2701297504798298,600297.XSHG,20190211,-2.049576316543774
83,-0.06787961157736368,-0.14739562897559172,-0.32607949942439723,600309.XSHG,20190211,0.6198628202439127
84,-0.06787961322484333,-0.19589080387593977,-0.32023159807044177,600332.XSHG,20190211,-0.16626900801654343
